Hour,Edge,flowrate
3.0,19,0.0006248708017249936
3.0,20,-0.0005330055836679663
3.0,21,-0.0015945457644430212
3.0,22,0.0034239593706019444
3.0,23,0.0029102660064533733
3.0,24,0.0021690843594679137
3.0,25,0.001488971724333464
3.0,26,0.0003636473550963111
3.0,27,-0.0005100321251178037
3.0,28,0.0037430246126565763
3.0,29,0.002891484032073588
3.0,30,0.0012793084817398432
3.0,31,0.00016434376788777052
3.0,32,-9.117341933939574e-05
3.0,33,-5.1075761963356466e-05
3.0,34,-0.0006071635507283409
3.0,35,-0.001049597559739376
3.0,36,-7.642763901427226e-07
3.0,37,5.967186506629916e-05
3.0,38,8.503985430988496e-05
3.0,39,-5.564327456616553e-05
3.0,40,-2.7038926859241468e-05
3.0,41,0.0006341676843780624
3.0,42,3.384627125789787e-05
3.0,43,0.0002795379486088577
3.0,44,0.00037134936208169735
3.0,45,-0.0005834555737479542
3.0,46,3.4743686493892266e-05
3.0,47,-0.0003252972419375006
3.0,48,-0.0007309847823530421
3.0,49,-1.3957993241951999e-05
3.0,50,-4.447372043194642e-05
3.0,51,-0.00038736189651456204
3.0,52,-1.3799849481728623e-05
3.0,53,-0.0007955013328837003
3.0,54,0.0015671155769908694
3.0,55,0.0003926385372282855
3.0,56,-0.00013586671127265116
3.0,57,-0.0003372982010309423
3.0,58,0.01736630570298534
4.0,1,0.000640904054639905
4.0,2,1.879163509705224e-05
4.0,3,1.9181925628822517e-05
4.0,4,6.866932699434986e-06
4.0,5,0.00021649080051027526
4.0,6,-1.4512030578249472e-05
4.0,7,-4.767804728396482e-05
4.0,8,-1.6550595352724784e-05
4.0,9,-3.4344171606689025e-05
4.0,10,3.2134284913769444e-05
4.0,11,-7.681138277085376e-05
4.0,12,-0.00040833681958389026
4.0,13,-0.0009851740821627533
4.0,14,0.015454883872691156
4.0,15,0.013430928054872485
4.0,16,0.00785518865845122
4.0,17,0.002716255177568416
4.0,18,0.0017216089335778271
4.0,19,0.0006236148680464724
4.0,20,-0.0005319342908251151
4.0,21,-0.0015913408722170628
4.0,22,0.0034170775238841255
4.0,23,0.0029044166366207123
4.0,24,0.002164724697303006
4.0,25,0.0014859790262190457
4.0,26,0.0003629164566744758
4.0,27,-0.0005090070073631518
4.0,28,0.003735501473012693
4.0,29,0.0028856724114303916
4.0,30,0.0012767371885805522
4.0,31,0.00016401345199768441
4.0,32,-9.099016909084574e-05
4.0,33,-5.0973104159965105e-05
4.0,34,-0.0006059432066210557
4.0,35,-0.0010474879634477772
4.0,36,-7.627409151645585e-07
4.0,37,5.955192982479094e-05
4.0,38,8.486893182723487e-05
4.0,39,-5.553143666733967e-05
4.0,40,-2.6984580810619625e-05
4.0,41,0.0006328930652656192
4.0,42,3.377824344169924e-05
4.0,43,0.0002789761023052586
4.0,44,0.00037060298350324075
4.0,45,-0.0005822828814725828
4.0,46,3.467385483392541e-05
4.0,47,-0.0003246434239191636
4.0,48,-0.0007295155693275433
4.0,49,-1.392993890834027e-05
4.0,50,-4.438433239575469e-05
4.0,51,-0.0003865833345702403
4.0,52,-1.377211303296395e-05
4.0,53,-0.0007939024478235085
4.0,54,0.0015639658175591292
4.0,55,0.00039184936952382766
4.0,56,-0.0001355936316538593
4.0,57,-0.0003366202624493344
4.0,58,0.017331401009633433
5.0,1,0.000640904054639905
5.0,2,1.879163509705224e-05
5.0,3,1.9181925628822517e-05
5.0,4,6.866932699434986e-06
5.0,5,0.00021649080051027526
5.0,6,-1.4512030578249472e-05
5.0,7,-4.767804728396482e-05
5.0,8,-1.6550595352724784e-05
5.0,9,-3.4344171606689025e-05
5.0,10,3.2134284913769444e-05
5.0,11,-7.681138277085376e-05
5.0,12,-0.00040833681958389026
5.0,13,-0.0009851740821627533
5.0,14,0.015454883872691156
5.0,15,0.013430928054872485
5.0,16,0.00785518865845122
5.0,17,0.002716255177568416
5.0,18,0.0017216089335778271
5.0,19,0.0006236148680464724
5.0,20,-0.0005319342908251151
5.0,21,-0.0015913408722170628
5.0,22,0.0034170775238841255
5.0,23,0.0029044166366207123
5.0,24,0.002164724697303006
5.0,25,0.0014859790262190457
5.0,26,0.0003629164566744758
5.0,27,-0.0005090070073631518
5.0,28,0.003735501473012693
5.0,29,0.0028856724114303916
5.0,30,0.0012767371885805522
5.0,31,0.00016401345199768441
5.0,32,-9.099016909084574e-05
5.0,33,-5.0973104159965105e-05
5.0,34,-0.0006059432066210557
5.0,35,-0.0010474879634477772
5.0,36,-7.627409151645585e-07
5.0,37,5.955192982479094e-05
5.0,38,8.486893182723487e-05
5.0,39,-5.553143666733967e-05
5.0,40,-2.6984580810619625e-05
5.0,41,0.0006328930652656192
5.0,42,3.377824344169924e-05
5.0,43,0.0002789761023052586
5.0,44,0.00037060298350324075
5.0,45,-0.0005822828814725828
5.0,46,3.467385483392541e-05
5.0,47,-0.0003246434239191636
5.0,48,-0.0007295155693275433
5.0,49,-1.392993890834027e-05
5.0,50,-4.438433239575469e-05
5.0,51,-0.0003865833345702403
5.0,52,-1.377211303296395e-05
5.0,53,-0.0007939024478235085
5.0,54,0.0015639658175591292
5.0,55,0.00039184936952382766
5.0,56,-0.0001355936316538593
5.0,57,-0.0003366202624493344
5.0,58,0.017331401009633433
6.0,1,0.0006584098873008015
6.0,2,1.9304912706370368e-05
6.0,3,1.9705865748640792e-05
6.0,4,7.05449234963402e-06
6.0,5,0.00022240409067570847
6.0,6,-1.490841892168583e-05
6.0,7,-4.8980339491122384e-05
6.0,8,-1.70026649718679e-05
6.0,9,-3.528225768526723e-05
6.0,10,3.301201535277228e-05
6.0,11,-7.890942709527352e-05
6.0,12,-0.0004194902454143835
6.0,13,-0.0010120834066740323
6.0,14,0.015877023055766673
6.0,15,0.013797784325652953
6.0,16,0.008069747562284926
6.0,17,0.0027904477570734215
6.0,18,0.001768633459147097
6.0,19,0.0006406484685678199
6.0,20,-0.0005464637000099276
6.0,21,-0.0016348072230419073
6.0,22,0.003510412569997394
6.0,23,0.002983748714979227
6.0,24,0.0022238526154166717
6.0,25,0.001526567494408495
6.0,26,0.00037282926652921616
6.0,27,-0.0005229101669011298
6.0,28,0.0038375340544564798
6.0,29,0.002964492516428322
6.0,30,0.001311610352043122
6.0,31,0.00016849336125397088
6.0,32,-9.347550058620633e-05
6.0,33,-5.2365400622737964e-05
6.0,34,-0.0006224941235922054
6.0,35,-0.00107609936317134
6.0,36,-7.835657784099663e-07
6.0,37,6.117855154334962e-05
6.0,38,8.718706800110478e-05
6.0,39,-5.7048238169739823e-05
6.0,40,-2.7721649101707145e-05
6.0,41,0.000650180086973225
6.0,42,3.470087069621802e-05
6.0,43,0.0002865961428096458
6.0,44,0.00038072574297776476
6.0,45,-0.0005981875204496694
6.0,46,3.5620946722567665e-05
6.0,47,-0.0003335108307972789
6.0,48,-0.0007494417709899377
6.0,49,-1.4310425808901636e-05
6.0,50,-4.559665763429953e-05
6.0,51,-0.00039714258093511096
6.0,52,-1.4148288619527784e-05
6.0,53,-0.0008155873264475606
6.0,54,0.0016066844298471068
6.0,55,0.00040255245651534157
6.0,56,-0.0001392972739812056
6.0,57,-0.00034581480446005196
6.0,58,0.017804795913218274
7.0,1,0.0006655896988460197
7.0,2,1.9515427483369163e-05
7.0,3,1.9920753631267823e-05
7.0,4,7.13141772969004e-06
7.0,5,0.00022482935714659058
7.0,6,-1.5070992945572444e-05
7.0,7,-4.951445933670247e-05
7.0,8,-1.7188076015911846e-05
7.0,9,-3.5667002666168985e-05
7.0,10,3.337200618390201e-05
7.0,11,-7.976991531599166e-05
7.0,12,-0.00042406469194838426
7.0,13,-0.0010231199499005647
7.0,14,0.01605015848109626
7.0,15,0.013948246114145715
7.0,16,0.008157746375385988
7.0,17,0.002820876971708381
7.0,18,0.001787920015717899
7.0,19,0.0006476345996611463
7.0,20,-0.0005524227664520169
7.0,21,-0.0016526344360593282
7.0,22,0.003548692842368126
7.0,23,0.00301628583467647
7.0,24,0.002248103236211075
7.0,25,0.0015432143776829058
7.0,26,0.00037689488900947504
7.0,27,-0.0005286123844016659
7.0,28,0.003879381518749807
7.0,29,0.0029968196562813075
7.0,30,0.0013259131702310922
7.0,31,0.00017033074338949412
7.0,32,-9.449483009315775e-05
7.0,33,-5.29364346584802e-05
7.0,34,-0.0006292822877054707
7.0,35,-0.0010878339925625739
7.0,36,-7.921068413909983e-07
7.0,37,6.184569132997752e-05
7.0,38,8.813782431384318e-05
7.0,39,-5.7670336481522456e-05
7.0,40,-2.802394900397493e-05
7.0,41,0.0006572701557811756
7.0,42,3.5079275421084215e-05
7.0,43,0.0002897214128855383
7.0,44,0.0003848774738247349
7.0,45,-0.0006047106212235854
7.0,46,3.600938533147735e-05
7.0,47,-0.00033714769352880615
7.0,48,-0.0007576142684484459
7.0,49,-1.4466478040586748e-05
7.0,50,-4.6093878583253575e-05
7.0,51,-0.0004014733317452844
7.0,52,-1.4302572615977905e-05
7.0,53,-0.0008244811245899568
7.0,54,0.0016242049666810312
7.0,55,0.00040694220187118094
7.0,56,-0.00014081627935815818
7.0,57,-0.0003495858378178582
7.0,58,0.01799895326998784
8.0,1,0.0006611527366556228
8.0,2,1.9385334082045666e-05
8.0,3,1.9787957748787022e-05
8.0,4,7.083879573908729e-06
8.0,5,0.00022333059696812374
8.0,6,-1.4970525851967692e-05
8.0,7,-4.918438527481031e-05
8.0,8,-1.7073496157091846e-05
8.0,9,-3.542923891396897e-05
8.0,10,3.314953993954717e-05
8.0,11,-7.923815293270502e-05
8.0,12,-0.00042123778678724455
8.0,13,-0.0010162996141991937
8.0,14,0.015943164678925422
8.0,15,0.013855264110019899
8.0,16,0.008103365086390405
8.0,17,0.0028020724008666017
8.0,18,0.0017760013571628476
8.0,19,0.0006433173276369161
8.0,20,-0.0005487401973022604
8.0,21,-0.001641617619025665
8.0,22,0.0035250364942737474
8.0,23,0.0029961786258746884
8.0,24,0.0022331168975178277
8.0,25,0.0015329269779060606
8.0,26,0.000374382425678623
8.0,27,-0.0005250885421264459
8.0,28,0.003853520726208001
8.0,29,0.0029768422103037184
8.0,30,0.0013170743500030004
8.0,31,0.0001691952825193516
8.0,32,-9.386490736416737e-05
8.0,33,-5.258354845644014e-05
8.0,34,-0.0006250873548258203
8.0,35,-0.0010805822552975523
8.0,36,-7.868286570811999e-07
8.0,37,6.143341393351529e-05
8.0,38,8.755027827775997e-05
8.0,39,-5.728589370459582e-05
8.0,40,-2.7837134457354638e-05
8.0,41,0.0006528886525854538
8.0,42,3.4845429804704274e-05
8.0,43,0.0002877900662089352
8.0,44,0.0003823117974584561
8.0,45,-0.0006006794915321566
8.0,46,3.576933900011575e-05
8.0,47,-0.00033490019408779175
8.0,48,-0.0007525638486705466
8.0,49,-1.4370041268158297e-05
8.0,50,-4.578660721039986e-05
8.0,51,-0.00039879702506504634
8.0,52,-1.4207228573219594e-05
8.0,53,-0.0008189849571987865
8.0,54,0.0016133776686378012
8.0,55,0.0004042294378872435
8.0,56,-0.000139877568170258
8.0,57,-0.0003472554239451535
8.0,58,0.017878968386590935
9.0,1,0.0006360637322408219
9.0,2,1.8649715018945918e-05
9.0,3,1.9037057392540198e-05
9.0,4,6.815072884277985e-06
9.0,5,0.00021485578940305534
9.0,6,-1.4402430116414868e-05
9.0,7,-4.7317966489515347e-05
9.0,8,-1.642559914598161e-05
9.0,9,-3.408479296705173e-05
9.0,10,3.18915944735239e-05
9.0,11,-7.623127834652477e-05
9.0,12,-0.0004052529230378983
9.0,13,-0.000977733715934538
9.0,14,0.015338163361249811
9.0,15,0.013329493141302677
9.0,16,0.0077958636159215725
9.0,17,0.0026957411002854668
9.0,18,0.0017086067606099438
9.0,19,0.0006189051167527149
9.0,20,-0.0005279169426648201
9.0,21,-0.0015793225263708401
9.0,22,0.0033912705986925825
9.0,23,0.0028824814997485283
9.0,24,0.0021483759641847972
9.0,25,0.001474756408291364
9.0,26,0.00036017558759353005
9.0,27,-0.0005051628157821713
9.0,28,0.003707289699350739
9.0,29,0.0028638788340211167
9.0,30,0.001267094839232068
9.0,31,0.00016277476740953143
9.0,32,-9.03029806587217e-05
9.0,33,-5.058813739771297e-05
9.0,34,-0.0006013669162205018
9.0,35,-0.001039576977356338
9.0,36,-7.569828821954382e-07
9.0,37,5.910217266974816e-05
9.0,38,8.422797251761627e-05
9.0,39,-5.51120445466964e-05
9.0,40,-2.678078312901168e-05
9.0,41,0.0006281132435934278
9.0,42,3.352313913066235e-05
9.0,43,0.0002768691786680636
9.0,44,0.0003678040638344871
9.0,45,-0.000577885285439095
9.0,46,3.441198610908305e-05
9.0,47,-0.0003221916063508848
9.0,48,-0.0007240060204823725
9.0,49,-1.3824735157396984e-05
9.0,50,-4.40491272597822e-05
9.0,51,-0.00038366372727848506
9.0,52,-1.3668101350114277e-05
9.0,53,-0.0007879066288472571
9.0,54,0.001552154219689547
9.0,55,0.00038888999063208554
9.0,56,-0.0001345695830831154
9.0,57,-0.00033407799276805354
9.0,58,0.017200508409563737
10.0,1,0.0006506653714722562
10.0,2,1.9077840585512136e-05
10.0,3,1.9474076571475706e-05
10.0,4,6.971516654631355e-06
10.0,5,0.00021978807290774836
10.0,6,-1.4733058178659093e-05
10.0,7,-4.8404210219645646e-05
10.0,8,-1.680267103807069e-05
10.0,9,-3.486725186276051e-05
10.0,10,3.2623710639872214e-05
10.0,11,-7.798126002282327e-05
10.0,12,-0.00041455601094765723
10.0,13,-0.0010001788207178093
10.0,14,0.015690270237441975
10.0,15,0.013635488463918282
10.0,16,0.007974827494226028
10.0,17,0.002757625233421754
10.0,18,0.0017478299823971608
10.0,19,0.000633112866492161
10.0,20,-0.0005400359429502419
10.0,21,-0.0016155778696788797
10.0,22,0.0034691214896884733
10.0,23,0.002948652495981113
10.0,24,0.0021976946424257446
10.0,25,0.0015086113057130278
10.0,26,0.0003684438759921204
10.0,27,-0.0005167594603799348
10.0,28,0.00379239521657646
10.0,29,0.002929622792551744
10.0,30,0.0012961825930946887
10.0,31,0.00016651146591558307
10.0,32,-9.237599909532807e-05
10.0,33,-5.174945379936353e-05
10.0,34,-0.0006151720589370979
10.0,35,-0.0010634417854084686
10.0,36,-7.743529399794421e-07
10.0,37,6.0458940090334384e-05
10.0,38,8.616153310313204e-05
10.0,39,-5.637721077708593e-05
10.0,40,-2.7395572805268588e-05
10.0,41,0.0006425323723020342
10.0,42,3.4292703800919226e-05
10.0,43,0.00028322506497967514
10.0,44,0.00037624747150404926
10.0,45,-0.0005911513668028551
10.0,46,3.520195676252814e-05
10.0,47,-0.00032958792268412767
10.0,48,-0.0007406264928340622
10.0,49,-1.4142099806558425e-05
10.0,50,-4.506032941878159e-05
10.0,51,-0.0003924712092727153
10.0,52,-1.3981869926803475e-05
10.0,53,-0.0008059940160898086
10.0,54,0.001587785873260207
10.0,55,0.00039781745028873465
10.0,56,-0.00013765879627023654
10.0,57,-0.00034174717297205876
10.0,58,0.01759536775310712
11.0,1,0.0006533275487888557
11.0,2,1.915589662727802e-05
11.0,3,1.955375410117366e-05
11.0,4,7.000039550287161e-06
11.0,5,0.00022068732901567826
11.0,6,-1.4793338433853706e-05
11.0,7,-4.860225465669634e-05
11.0,8,-1.6871418952651374e-05
11.0,9,-3.500991011429631e-05
11.0,10,3.275719038447341e-05
11.0,11,-7.830031745432695e-05
11.0,12,-0.00041625215404596466
11.0,13,-0.0010042710221407432
11.0,14,0.01575446651874009
11.0,15,0.01369127766638834
11.0,16,0.008007456267620661
11.0,17,0.002768907975927071
11.0,18,0.0017549811775298802
11.0,19,0.0006357032297053643
11.0,20,-0.0005422454844393358
11.0,21,-0.001622187959896932
11.0,22,0.0034833152985445314
11.0,23,0.00296071682126157
11.0,24,0.0022066864456412754
11.0,25,0.0015147837455764927
11.0,26,0.0003699513539888386
11.0,27,-0.0005188737657470475
11.0,28,0.0038079116920965946
11.0,29,0.002941609260133151
11.0,30,0.001301485885233705
11.0,31,0.0001671927424382969
11.0,32,-9.275395273284575e-05
11.0,33,-5.1961185519694956e-05
11.0,34,-0.0006176890186615246
11.0,35,-0.001067792827763563
11.0,36,-7.775198539565956e-07
11.0,37,6.0706306527042346e-05
11.0,38,8.651406072417077e-05
11.0,39,-5.660787644333146e-05
11.0,40,-2.750766153185353e-05
11.0,41,0.0006451612742204891
11.0,42,3.443301117130529e-05
11.0,43,0.00028438387298316425
11.0,44,0.00037778687732293887
11.0,45,-0.0005935700446193118
11.0,46,3.5345984561276075e-05
11.0,47,-0.000330936422347813
11.0,48,-0.0007436567446999503
11.0,49,-1.4199961869819856e-05
11.0,50,-4.5244692242975537e-05
11.0,51,-0.00039407699328190067
11.0,52,-1.4039076352416584e-05
11.0,53,-0.000809291716525512
11.0,54,0.0015942822520871886
11.0,55,0.0003994451086791394
11.0,56,-0.00013822202298350154
11.0,57,-0.0003431454212961679
11.0,58,0.01766735868314535
12.0,1,0.0006638149139700423
12.0,2,1.9463390122914496e-05
12.0,3,1.9867635278291772e-05
12.0,4,7.112402467544603e-06
12.0,5,0.0002242298530752689
12.0,6,-1.5030806108056611e-05
12.0,7,-4.938242971193958e-05
12.0,8,-1.7142244072330454e-05
12.0,9,-3.5571897165305584e-05
12.0,10,3.328301968600629e-05
12.0,11,-7.955721036279423e-05
12.0,12,-0.00042293392988405215
12.0,13,-0.0010203918156201773
12.0,14,0.01600736096022759
12.0,15,0.013911053312494972
12.0,16,0.008135993859787536
12.0,17,0.0028133551433716887
12.0,18,0.0017831525522958548
12.0,19,0.0006459076908513524
12.0,20,-0.0005509497387920561
12.0,21,-0.0016482277092456984
12.0,22,0.0035392303031303424
12.0,23,0.0030082429511557227
12.0,24,0.002242108700733756
12.0,25,0.0015390994177719689
12.0,26,0.00037588990367699735
12.0,27,-0.000527202847491729
12.0,28,0.003869037201732694
12.0,29,0.0029888286778898664
12.0,30,0.0013223776421400176
12.0,31,0.0001698765590414846
12.0,32,-9.424286100157084e-05
12.0,33,-5.279528017759579e-05
12.0,34,-0.0006276043145533536
12.0,35,-0.0010849332976562657
12.0,36,-7.89995567935142e-07
12.0,37,6.16807803713031e-05
12.0,38,8.790280589936315e-05
12.0,39,-5.75165593707582e-05
12.0,40,-2.794922318522036e-05
12.0,41,0.0006555175545029649
12.0,42,3.4985737174575206e-05
12.0,43,0.00028894887421470825
12.0,44,0.0003838512032781559
12.0,45,-0.0006030981693471358
12.0,46,3.591336679892541e-05
12.0,47,-0.00033624869375233074
12.0,48,-0.0007555941005372241
12.0,49,-1.4427903331600838e-05
12.0,50,-4.597097003414875e-05
12.0,51,-0.0004004028090732689
12.0,52,-1.4264434998872512e-05
12.0,53,-0.0008222826576335664
12.0,54,0.001619874047463821
12.0,55,0.00040585709627761
12.0,56,-0.0001404407948830388
12.0,57,-0.0003486536722688134
12.0,58,0.017950959316629087
13.0,1,0.0006563124142643676
13.0,2,1.924341400716219e-05
13.0,3,1.964308951319921e-05
13.0,4,7.032019766000017e-06
13.0,5,0.000221695585863719
13.0,6,-1.4860925386926318e-05
13.0,7,-4.882430448008081e-05
13.0,8,-1.6948499947991325e-05
13.0,9,-3.5169860275047374e-05
13.0,10,3.290684949263376e-05
13.0,11,-7.865804851345191e-05
13.0,12,-0.0004181538902466299
13.0,13,-0.0010088592479779702
13.0,14,0.01582644416746954
13.0,15,0.013753829196432083
13.0,16,0.008044040043851775
13.0,17,0.0027815583235844756
13.0,18,0.0017629991841939274
13.0,19,0.0006386075763387333
13.0,20,-0.0005447228491394461
13.0,21,-0.001629599273172332
13.0,22,0.0034992295690802837
13.0,23,0.0029742434890004505
13.0,24,0.002216768164398213
13.0,25,0.00152170435996962
13.0,26,0.00037164155659173426
13.0,27,-0.0005212443505520285
13.0,28,0.0038253089525296727
13.0,29,0.0029550486328774076
13.0,30,0.0013074320006616815
13.0,31,0.000167956597933281
13.0,32,-9.317771893245103e-05
13.0,33,-5.219858169123295e-05
13.0,34,-0.0006205110644141197
13.0,35,-0.0010726712691931266
13.0,36,-7.810706353339617e-07
13.0,37,6.0983656774595343e-05
13.0,38,8.690931896611711e-05
13.0,39,-5.686650158424658e-05
13.0,40,-2.7633336771149146e-05
13.0,41,0.0006481088309166441
13.0,42,3.459032549551705e-05
13.0,43,0.00028568314256354204
13.0,44,0.0003795128777867948
13.0,45,-0.0005962818955039729
13.0,46,3.550747027504411e-05
13.0,47,-0.0003324483765164524
13.0,48,-0.0007470542998225533
13.0,49,-1.4264837516561975e-05
13.0,50,-4.545140207602481e-05
13.0,51,-0.0003958774177767499
13.0,52,-1.410321689023906e-05
13.0,53,-0.0008129891382258646
13.0,54,0.0016015660707716913
13.0,55,0.0004012700589956432
13.0,56,-0.00013885351960125493
13.0,57,-0.00034471315426548365
13.0,58,0.01774807578652152
14.0,1,0.0006611527366556225
14.0,2,1.9385334082045582e-05
14.0,3,1.978795774878627e-05
14.0,4,7.083879573909189e-06
14.0,5,0.00022333059696812377
14.0,6,-1.4970525851967641e-05
14.0,7,-4.918438527481011e-05
14.0,8,-1.7073496157091785e-05
14.0,9,-3.54292389139691e-05
14.0,10,3.314953993954686e-05
14.0,11,-7.923815293270524e-05
14.0,12,-0.00042123778678724455
14.0,13,-0.0010162996141991937
14.0,14,0.015943164678925426
14.0,15,0.0138552641100199
14.0,16,0.008103365086390412
14.0,17,0.0028020724008666013
14.0,18,0.0017760013571628472
14.0,19,0.0006433173276369157
